side,position,gamelength,gamelength,result,result,kills,deaths,assists,KDA,teamkills,teamdeaths,team assist,damageshare,golddiffat10,golddiffat15,totalgold,totalgolddiff,teamgolddiff
Red,sup,2009,33.48,0,loss,0,2,4,2.00,9,14,19,0.0583243,67,-249,6364,-2066,-11962
Blue,top,1800,30.00,1,win,1,3,8,3.00,13,7,40,0.242856,-39,-195,11036,1773,13615
Blue,jng,1800,30.00,1,win,5,2,7,6.00,13,7,40,0.139093,-187,39,12214,3406,13615
Blue,mid,1800,30.00,1,win,1,0,7,8.00,13,7,40,0.2215,486,383,12901,1598,13615
Blue,bot,1800,30.00,1,win,6,0,6,12.00,13,7,40,0.310161,106,1185,16012,5692,13615
Blue,sup,1800,30.00,1,win,0,2,12,6.00,13,7,40,0.086391,-85,240,7543,1146,13615
Red,top,1800,30.00,0,loss,1,2,2,1.50,6,13,13,0.314258,39,195,9263,-1773,-13615
Red,jng,1800,30.00,0,loss,3,3,2,1.67,6,13,13,0.14216,187,-39,8808,-3406,-13615
Red,mid,1800,30.00,0,loss,1,2,2,1.50,6,13,13,0.217317,-486,-383,11303,-1598,-13615
Red,bot,1800,30.00,0,loss,0,3,4,1.33,6,13,13,0.16002,-106,-1185,10320,-5692,-13615
Red,sup,1800,30.00,0,loss,1,3,3,1.33,6,13,13,0.166245,85,-240,6397,-1146,-13615
Blue,top,1954,32.57,1,win,10,3,5,5.00,27,15,52,0.256301,453,1176,15313,3001,13616
Blue,jng,1954,32.57,1,win,6,1,9,15.00,27,15,52,0.198914,122,725,12881,2651,13616
Blue,mid,1954,32.57,1,win,7,4,7,3.50,27,15,52,0.205673,144,1192,15211,2962,13616
Blue,bot,1954,32.57,1,win,4,2,19,11.50,27,15,52,0.273998,88,602,15144,3586,13616
Blue,sup,1954,32.57,1,win,0,5,12,2.40,27,15,52,0.0651136,24,7,8143,1416,13616
Red,top,1954,32.57,0,loss,5,5,3,1.60,15,28,31,0.189857,-453,-1176,12312,-3001,-13616
Red,jng,1954,32.57,0,loss,3,7,10,1.86,15,28,31,0.14144,-122,-725,10230,-2651,-13616
Red,mid,1954,32.57,0,loss,3,5,6,1.80,15,28,31,0.263618,-144,-1192,12249,-2962,-13616
Red,bot,1954,32.57,0,loss,3,6,7,1.67,15,28,31,0.342453,-88,-602,11558,-3586,-13616
Red,sup,1954,32.57,0,loss,1,5,5,1.20,15,28,31,0.0626326,-24,-7,6727,-1416,-13616
Blue,top,1670,27.83,1,win,2,2,6,4.00,17,9,40,0.218495,-170,-358,10138,-644,6139
Blue,jng,1670,27.83,1,win,6,2,7,6.50,17,9,40,0.264898,373,725,11782,2048,6139
Blue,mid,1670,27.83,1,win,4,1,6,10.00,17,9,40,0.205558,407,-840,12363,1255,6139
Blue,bot,1670,27.83,1,win,3,1,10,13.00,17,9,40,0.214662,1385,2293,12729,2433,6139
Blue,sup,1670,27.83,1,win,2,3,11,4.33,17,9,40,0.0963861,718,331,7176,1047,6139
Red,top,1670,27.83,0,loss,2,3,4,2.00,9,17,19,0.250833,170,358,10782,644,-6139
Red,jng,1670,27.83,0,loss,3,4,3,1.50,9,17,19,0.174242,-373,-725,9734,-2048,-6139
Red,mid,1670,27.83,0,loss,2,1,3,5.00,9,17,19,0.244088,-407,840,11108,-1255,-6139
Red,bot,1670,27.83,0,loss,0,4,5,1.25,9,17,19,0.276134,-1385,-2293,10296,-2433,-6139
Red,sup,1670,27.83,0,loss,2,5,4,1.20,9,17,19,0.0547036,-718,-331,6129,-1047,-6139
Blue,top,2214,36.90,0,loss,3,4,4,1.75,10,21,20,0.164736,-251,-634,12739,-3060,-8745
Blue,jng,2214,36.90,0,loss,1,4,4,1.25,10,21,20,0.167365,-108,-31,10796,-1838,-8745
Blue,mid,2214,36.90,0,loss,2,4,4,1.50,10,21,20,0.216385,-228,-704,13697,-2790,-8745
Blue,bot,2214,36.90,0,loss,4,5,1,1.00,10,21,20,0.355142,-199,-734,14335,217,-8745
Blue,sup,2214,36.90,0,loss,0,4,7,1.75,10,21,20,0.0963724,-481,-531,7611,-1274,-8745
Red,top,2214,36.90,1,win,5,2,8,6.50,21,10,47,0.224396,251,634,15799,3060,8745
Red,jng,2214,36.90,1,win,4,1,10,14.00,21,10,47,0.238445,108,31,12634,1838,8745
Red,mid,2214,36.90,1,win,8,1,8,16.00,21,10,47,0.290152,228,704,16487,2790,8745
Red,bot,2214,36.90,1,win,2,3,12,4.67,21,10,47,0.160281,199,734,14118,-217,8745
Red,sup,2214,36.90,1,win,2,3,9,3.67,21,10,47,0.086725,481,531,8885,1274,8745
Blue,top,1751,29.18,0,loss,0,4,0,0.00,3,19,5,0.199785,-413,-1170,8096,-4035,-15608
Blue,jng,1751,29.18,0,loss,0,2,2,1.00,3,19,5,0.106191,-275,-1326,7972,-2456,-15608
Blue,mid,1751,29.18,0,loss,0,2,1,0.50,3,19,5,0.260852,73,-393,9844,-2665,-15608
Blue,bot,1751,29.18,0,loss,2,7,0,0.29,3,19,5,0.260943,-593,-1851,9669,-4991,-15608
Blue,sup,1751,29.18,0,loss,1,4,2,0.75,3,19,5,0.172229,420,-642,6160,-1461,-15608
Red,top,1751,29.18,1,win,5,0,6,11.00,19,4,51,0.213185,413,1170,12131,4035,15608
Red,jng,1751,29.18,1,win,2,1,12,14.00,19,4,51,0.118454,275,1326,10428,2456,15608
Red,mid,1751,29.18,1,win,4,0,11,15.00,19,4,51,0.197004,-73,393,12509,2665,15608
Red,bot,1751,29.18,1,win,7,1,8,15.00,19,4,51,0.336474,593,1851,14660,4991,15608
Red,sup,1751,29.18,1,win,1,2,14,7.50,19,4,51,0.134883,-420,642,7621,1461,15608
Blue,top,1677,27.95,0,loss,2,5,1,0.60,6,22,13,0.260641,-583,-1228,8936,-5320,-16349
Blue,jng,1677,27.95,0,loss,1,3,3,1.33,6,22,13,0.113835,-170,-726,7545,-4803,-16349
Blue,mid,1677,27.95,0,loss,2,5,2,0.80,6,22,13,0.279991,167,-517,9524,-1266,-16349
Blue,bot,1677,27.95,0,loss,0,4,5,1.25,6,22,13,0.250986,7,-284,9182,-3351,-16349
Blue,sup,1677,27.95,0,loss,1,5,2,0.60,6,22,13,0.0945475,-48,89,5544,-1609,-16349
Red,top,1677,27.95,1,win,7,2,5,6.00,21,6,40,0.281085,583,1228,14256,5320,16349
Red,jng,1677,27.95,1,win,5,2,7,6.00,21,6,40,0.262445,170,726,12348,4803,16349
Red,mid,1677,27.95,1,win,5,1,9,14.00,21,6,40,0.179046,-167,517,10790,1266,16349
Red,bot,1677,27.95,1,win,4,0,7,11.00,21,6,40,0.195174,-7,284,12533,3351,16349
Red,sup,1677,27.95,1,win,0,1,12,12.00,21,6,40,0.0822501,48,-89,7153,1609,16349
Blue,top,1821,30.35,1,win,1,3,10,3.67,17,9,36,0.175262,611,158,10816,2041,12443
Blue,jng,1821,30.35,1,win,2,1,11,13.00,17,9,36,0.205453,469,146,11911,1714,12443
Blue,mid,1821,30.35,1,win,9,1,3,12.00,17,9,36,0.353461,511,1894,15450,4807,12443
Blue,bot,1821,30.35,1,win,5,0,2,7.00,17,9,36,0.206578,122,439,14477,2631,12443
Blue,sup,1821,30.35,1,win,0,4,10,2.50,17,9,36,0.0592457,312,452,7262,1250,12443
Red,top,1821,30.35,0,loss,1,3,4,1.67,9,17,19,0.180284,-611,-158,8775,-2041,-12443
Red,jng,1821,30.35,0,loss,5,1,2,7.00,9,17,19,0.208812,-469,-146,10197,-1714,-12443
Red,mid,1821,30.35,0,loss,1,4,5,1.50,9,17,19,0.219946,-511,-1894,10643,-4807,-12443
Red,bot,1821,30.35,0,loss,2,3,3,1.67,9,17,19,0.334382,-122,-439,11846,-2631,-12443
Red,sup,1821,30.35,0,loss,0,6,5,0.83,9,17,19,0.056577,-312,-452,6012,-1250,-12443
Blue,top,1952,32.53,0,loss,2,5,1,0.60,7,23,11,0.289321,604,432,13106,-304,-9087
Blue,jng,1952,32.53,0,loss,0,6,4,0.67,7,23,11,0.205393,-107,-818,11153,-1840,-9087
Blue,mid,1952,32.53,0,loss,3,4,3,1.50,7,23,11,0.223479,191,361,13465,34,-9087
Blue,bot,1952,32.53,0,loss,0,4,3,0.75,7,23,11,0.197202,-54,-1254,10933,-5091,-9087
Blue,sup,1952,32.53,0,loss,2,4,0,0.50,7,23,11,0.084604,115,-176,6729,-1886,-9087
Red,top,1952,32.53,1,win,5,1,11,16.00,23,7,67,0.211555,-604,-432,13410,304,9087
Red,jng,1952,32.53,1,win,3,4,16,4.75,23,7,67,0.240569,107,818,12993,1840,9087
Red,mid,1952,32.53,1,win,4,0,13,17.00,23,7,67,0.167558,-191,-361,13431,-34,9087
Red,bot,1952,32.53,1,win,10,2,8,9.00,23,7,67,0.287367,54,1254,16024,5091,9087
Red,sup,1952,32.53,1,win,1,0,19,20.00,23,7,67,0.092951,-115,176,8615,1886,9087
Blue,top,1720,28.67,1,win,3,3,5,2.67,22,6,40,0.153018,410,-207,10324,1612,13920
Blue,jng,1720,28.67,1,win,4,0,9,13.00,22,6,40,0.166711,1063,2497,12644,3942,13920
Blue,mid,1720,28.67,1,win,7,1,5,12.00,22,6,40,0.275736,1322,3620,14340,4171,13920
Blue,bot,1720,28.67,1,win,4,1,11,15.00,22,6,40,0.233333,339,196,11547,929,13920
Blue,sup,1720,28.67,1,win,4,1,10,14.00,22,6,40,0.171202,597,1068,9175,3266,13920
Red,top,1720,28.67,0,loss,0,4,3,0.75,6,22,12,0.255123,-410,207,8712,-1612,-13920
Red,jng,1720,28.67,0,loss,3,5,1,0.80,6,22,12,0.183665,-1063,-2497,8702,-3942,-13920
Red,mid,1720,28.67,0,loss,2,5,1,0.60,6,22,12,0.199035,-1322,-3620,10169,-4171,-13920
Red,bot,1720,28.67,0,loss,1,4,3,1.00,6,22,12,0.239664,-339,-196,10618,-929,-13920
Red,sup,1720,28.67,0,loss,0,4,4,1.00,6,22,12,0.122513,-597,-1068,5909,-3266,-13920
Blue,top,1388,23.13,1,win,5,1,5,10.00,17,4,42,0.312656,559,898,10393,1366,6647
Blue,jng,1388,23.13,1,win,1,0,12,13.00,17,4,42,0.0829748,-137,-536,7812,489,6647
Blue,mid,1388,23.13,1,win,2,1,8,10.00,17,4,42,0.210142,-70,-8,9167,796,6647
Blue,bot,1388,23.13,1,win,5,1,4,9.00,17,4,42,0.295426,-97,137,10811,2544,6647
Blue,sup,1388,23.13,1,win,4,1,13,17.00,17,4,42,0.0988015,247,350,7307,1452,6647
Red,top,1388,23.13,0,loss,1,3,1,0.67,4,17,8,0.163271,-559,-898,9027,-1366,-6647
Red,jng,1388,23.13,0,loss,2,3,1,1.00,4,17,8,0.126144,137,536,7323,-489,-6647
Red,mid,1388,23.13,0,loss,0,2,3,1.50,4,17,8,0.298302,70,8,8371,-796,-6647
Red,bot,1388,23.13,0,loss,0,5,1,0.20,4,17,8,0.168708,97,-137,8267,-2544,-6647
Red,sup,1388,23.13,0,loss,1,4,2,0.75,4,17,8,0.243576,-247,-350,5855,-1452,-6647
Blue,top,2647,44.12,1,win,4,6,9,2.17,22,21,41,0.245569,99,431,20465,2651,11107
Blue,jng,2647,44.12,1,win,7,2,5,6.00,22,21,41,0.249858,-794,-557,19781,3649,11107
Blue,mid,2647,44.12,1,win,7,3,5,4.00,22,21,41,0.220056,259,871,19755,1460,11107
Blue,bot,2647,44.12,1,win,3,3,11,4.67,22,21,41,0.23325,192,127,19363,1870,11107
Blue,sup,2647,44.12,1,win,1,7,11,1.71,22,21,41,0.0512671,165,150,10902,1477,11107
Red,top,2647,44.12,0,loss,3,3,7,3.33,21,22,46,0.176985,-99,-431,17814,-2651,-11107
Red,jng,2647,44.12,0,loss,9,5,9,3.60,21,22,46,0.202283,794,557,16132,-3649,-11107
Red,mid,2647,44.12,0,loss,3,6,7,1.67,21,22,46,0.2228,-259,-871,18295,-1460,-11107
Red,bot,2647,44.12,0,loss,5,1,13,18.00,21,22,46,0.298245,-192,-127,17493,-1870,-11107
Red,sup,2647,44.12,0,loss,1,7,10,1.57,21,22,46,0.099688,-165,-150,9425,-1477,-11107
Blue,top,1767,29.45,0,loss,0,2,0,0.00,4,14,3,0.308614,187,-384,11006,-717,-10871
Blue,jng,1767,29.45,0,loss,2,2,1,1.50,4,14,3,0.144985,209,-52,9413,-1956,-10871
Blue,mid,1767,29.45,0,loss,2,2,1,1.50,4,14,3,0.276601,574,164,11618,-1840,-10871
Blue,bot,1767,29.45,0,loss,0,3,1,0.33,4,14,3,0.220702,-342,-784,9406,-4693,-10871
Blue,sup,1767,29.45,0,loss,0,5,0,0.00,4,14,3,0.0490988,-133,-45,5618,-1665,-10871
Red,top,1767,29.45,1,win,1,1,10,11.00,14,4,37,0.212543,-187,384,11723,717,10871
Red,jng,1767,29.45,1,win,3,1,7,10.00,14,4,37,0.261151,-209,52,11369,1956,10871
Red,mid,1767,29.45,1,win,4,1,3,7.00,14,4,37,0.169576,-574,-164,13458,1840,10871
Red,bot,1767,29.45,1,win,6,0,6,12.00,14,4,37,0.277934,342,784,14099,4693,10871
Red,sup,1767,29.45,1,win,0,1,11,11.00,14,4,37,0.0787961,133,45,7283,1665,10871
Blue,top,1882,31.37,0,loss,4,6,3,1.17,13,24,26,0.244979,-154,-942,9410,-6530,-15069
Blue,jng,1882,31.37,0,loss,2,7,7,1.29,13,24,26,0.167998,-236,-7,10158,-1310,-15069
Blue,mid,1882,31.37,0,loss,2,2,6,4.00,13,24,26,0.217588,-284,-130,10575,-2009,-15069
Blue,bot,1882,31.37,0,loss,3,4,3,1.50,13,24,26,0.23155,612,633,12043,-3237,-15069
Blue,sup,1882,31.37,0,loss,2,5,7,1.80,13,24,26,0.137886,206,264,7724,-1983,-15069
Red,top,1882,31.37,1,win,6,2,7,6.50,24,13,54,0.240846,154,942,15940,6530,15069
Red,jng,1882,31.37,1,win,3,4,12,3.75,24,13,54,0.143234,236,7,11468,1310,15069
Red,mid,1882,31.37,1,win,2,3,13,5.00,24,13,54,0.206582,284,130,12584,2009,15069
Red,bot,1882,31.37,1,win,7,1,11,18.00,24,13,54,0.24635,-612,-633,15280,3237,15069
Red,sup,1882,31.37,1,win,6,3,11,5.67,24,13,54,0.162989,-206,-264,9707,1983,15069
Blue,top,1426,23.77,1,win,4,5,9,2.60,22,9,49,0.261556,641,620,10233,1754,14723
Blue,jng,1426,23.77,1,win,13,1,4,17.00,22,9,49,0.272768,1121,2250,13942,6042,14723
Blue,mid,1426,23.77,1,win,4,1,10,14.00,22,9,49,0.186001,715,2087,11552,3854,14723
Blue,bot,1426,23.77,1,win,1,0,15,16.00,22,9,49,0.222681,-451,113,10655,1928,14723
Blue,sup,1426,23.77,1,win,0,2,11,5.50,22,9,49,0.0569941,-67,137,6452,1145,14723
Red,top,1426,23.77,0,loss,1,4,0,0.25,8,22,17,0.168983,-641,-620,8479,-1754,-14723
Red,jng,1426,23.77,0,loss,2,6,3,0.83,8,22,17,0.240256,-1121,-2250,7900,-6042,-14723
Red,mid,1426,23.77,0,loss,1,4,4,1.25,8,22,17,0.200637,-715,-2087,7698,-3854,-14723
Red,bot,1426,23.77,0,loss,3,2,4,3.50,8,22,17,0.289399,451,-113,8727,-1928,-14723
Red,sup,1426,23.77,0,loss,1,6,6,1.17,8,22,17,0.100725,67,-137,5307,-1145,-14723
Blue,top,1608,26.80,0,loss,0,2,0,0.00,1,11,2,0.331508,316,731,9854,123,-7751
Blue,jng,1608,26.80,0,loss,1,3,0,0.33,1,11,2,0.202408,-535,-559,9028,-1391,-7751
Blue,mid,1608,26.80,0,loss,0,3,0,0.00,1,11,2,0.129868,-817,-1177,8528,-1542,-7751
Blue,bot,1608,26.80,0,loss,0,2,1,0.50,1,11,2,0.225523,68,-191,9351,-3403,-7751
Blue,sup,1608,26.80,0,loss,0,1,1,1.00,1,11,2,0.110693,-386,-632,5462,-1538,-7751
Red,top,1608,26.80,1,win,1,0,5,6.00,11,1,31,0.1373,-316,-731,9731,-123,7751
Red,jng,1608,26.80,1,win,2,0,8,10.00,11,1,31,0.202785,535,559,10419,1391,7751
Red,mid,1608,26.80,1,win,2,1,5,7.00,11,1,31,0.243366,817,1177,10070,1542,7751
Red,bot,1608,26.80,1,win,6,0,3,9.00,11,1,31,0.363771,-68,191,12754,3403,7751
Red,sup,1608,26.80,1,win,0,0,10,10.00,11,1,31,0.0527776,386,632,7000,1538,7751
Blue,top,1833,30.55,1,win,1,2,7,4.00,13,4,34,0.173919,-171,136,10925,-247,9120
Blue,jng,1833,30.55,1,win,4,2,6,5.00,13,4,34,0.193211,170,-253,11962,993,9120
Blue,mid,1833,30.55,1,win,3,0,6,9.00,13,4,34,0.270122,667,625,11705,2007,9120
Blue,bot,1833,30.55,1,win,4,0,6,10.00,13,4,34,0.30854,644,694,14482,4809,9120
Blue,sup,1833,30.55,1,win,1,0,9,10.00,13,4,34,0.0542077,143,437,7558,1558,9120
Red,top,1833,30.55,0,loss,1,5,1,0.40,4,13,8,0.246505,171,-136,11172,247,-9120
Red,jng,1833,30.55,0,loss,2,2,1,1.50,4,13,8,0.264277,-170,253,10969,-993,-9120
Red,mid,1833,30.55,0,loss,1,1,2,3.00,4,13,8,0.258021,-667,-625,9698,-2007,-9120
Red,bot,1833,30.55,0,loss,0,3,3,1.00,4,13,8,0.150394,-644,-694,9673,-4809,-9120
Red,sup,1833,30.55,0,loss,0,2,1,0.50,4,13,8,0.0808028,-143,-437,6000,-1558,-9120
Blue,top,2221,37.02,1,win,12,6,6,3.00,25,18,59,0.242493,442,-203,17287,4033,7987
Blue,jng,2221,37.02,1,win,6,5,11,3.40,25,18,59,0.219844,-48,54,14521,-654,7987
Blue,mid,2221,37.02,1,win,5,2,12,8.50,25,18,59,0.223015,647,1587,16165,2832,7987
Blue,bot,2221,37.02,1,win,2,2,12,7.00,25,18,59,0.234986,235,929,16241,1999,7987
Blue,sup,2221,37.02,1,win,0,3,18,6.00,25,18,59,0.0796615,-111,82,9162,-223,7987
Red,top,2221,37.02,0,loss,3,7,6,1.29,18,25,38,0.267566,-442,203,13254,-4033,-7987
Red,jng,2221,37.02,0,loss,6,3,9,5.00,18,25,38,0.306782,48,-54,15175,654,-7987
Red,mid,2221,37.02,0,loss,5,6,5,1.67,18,25,38,0.206471,-647,-1587,13333,-2832,-7987
Red,bot,2221,37.02,0,loss,1,5,9,2.00,18,25,38,0.131442,-235,-929,14242,-1999,-7987
Red,sup,2221,37.02,0,loss,3,4,9,3.00,18,25,38,0.0877403,111,-82,9385,223,-7987
Blue,top,1535,25.58,1,win,5,1,8,13.00,17,3,54,0.252408,396,187,11396,3619,12765
Blue,jng,1535,25.58,1,win,2,0,10,12.00,17,3,54,0.256864,44,-185,10528,2262,12765
Blue,mid,1535,25.58,1,win,9,0,7,16.00,17,3,54,0.225071,198,751,12529,4519,12765
Blue,bot,1535,25.58,1,win,0,0,15,15.00,17,3,54,0.198534,126,49,9751,580,12765
Blue,sup,1535,25.58,1,win,1,2,14,7.50,17,3,54,0.0671226,102,146,6693,1785,12765
Red,top,1535,25.58,0,loss,0,4,2,0.50,3,17,4,0.214183,-396,-187,7777,-3619,-12765
Red,jng,1535,25.58,0,loss,2,2,0,1.00,3,17,4,0.203152,-44,185,8266,-2262,-12765
Red,mid,1535,25.58,0,loss,0,5,2,0.40,3,17,4,0.167204,-198,-751,8010,-4519,-12765
Red,bot,1535,25.58,0,loss,0,2,0,0.00,3,17,4,0.357913,-126,-49,9171,-580,-12765
Red,sup,1535,25.58,0,loss,1,4,0,0.25,3,17,4,0.0575475,-102,-146,4908,-1785,-12765
Blue,top,2062,34.37,0,loss,4,5,5,1.80,16,19,32,0.197385,-1633,-1589,13156,-1670,-3426
Blue,jng,2062,34.37,0,loss,2,3,8,3.33,16,19,32,0.249369,-279,-627,11764,-1200,-3426
Blue,mid,2062,34.37,0,loss,3,4,9,3.00,16,19,32,0.225177,-24,465,13878,-194,-3426
Blue,bot,2062,34.37,0,loss,3,3,4,2.33,16,19,32,0.191761,229,-921,14258,-1941,-3426
Blue,sup,2062,34.37,0,loss,4,4,6,2.50,16,19,32,0.136308,113,593,9919,1579,-3426
Red,top,2062,34.37,1,win,7,4,5,3.00,19,16,35,0.252958,1633,1589,14826,1670,3426
Red,jng,2062,34.37,1,win,4,3,9,4.33,19,16,35,0.20455,279,627,12964,1200,3426
Red,mid,2062,34.37,1,win,2,3,5,2.33,19,16,35,0.177275,24,-465,14072,194,3426
Red,bot,2062,34.37,1,win,5,2,7,6.00,19,16,35,0.30485,-229,921,16199,1941,3426
Red,sup,2062,34.37,1,win,1,4,9,2.50,19,16,35,0.0603667,-113,-593,8340,-1579,3426
Blue,top,2344,39.07,0,loss,2,2,4,3.00,15,17,28,0.204152,303,1083,12379,-781,-5068
Blue,jng,2344,39.07,0,loss,2,3,5,2.33,15,17,28,0.233972,799,1338,12711,-882,-5068
Blue,mid,2344,39.07,0,loss,7,3,6,4.33,15,17,28,0.221922,781,1718,17485,1327,-5068
Blue,bot,2344,39.07,0,loss,3,6,6,1.50,15,17,28,0.284499,-647,-1340,14198,-3300,-5068
Blue,sup,2344,39.07,0,loss,1,3,7,2.67,15,17,28,0.0554548,-647,-867,8737,-1432,-5068
Red,top,2344,39.07,1,win,0,4,9,2.25,17,15,42,0.162731,-303,-1083,13160,781,5068
Red,jng,2344,39.07,1,win,3,5,7,2.00,17,15,42,0.145307,-799,-1338,13593,882,5068
Red,mid,2344,39.07,1,win,4,2,7,5.50,17,15,42,0.215498,-781,-1718,16158,-1327,5068
Red,bot,2344,39.07,1,win,6,1,9,15.00,17,15,42,0.395727,647,1340,17498,3300,5068
Red,sup,2344,39.07,1,win,4,3,10,4.67,17,15,42,0.0807372,647,867,10169,1432,5068
Blue,top,1697,28.28,1,win,6,0,6,12.00,22,9,36,0.286695,-140,918,13387,3871,13111
Blue,jng,1697,28.28,1,win,4,2,8,6.00,22,9,36,0.189805,460,646,11463,2980,13111
Blue,mid,1697,28.28,1,win,6,2,2,4.00,22,9,36,0.244676,-113,-114,13170,1740,13111
Blue,bot,1697,28.28,1,win,4,3,9,4.33,22,9,36,0.197068,416,121,13040,2842,13111
Blue,sup,1697,28.28,1,win,2,2,11,6.50,22,9,36,0.0817553,365,525,7325,1678,13111
Red,top,1697,28.28,0,loss,1,4,1,0.50,9,22,16,0.300872,140,-918,9516,-3871,-13111
Red,jng,1697,28.28,0,loss,1,4,3,1.00,9,22,16,0.144357,-460,-646,8483,-2980,-13111
Red,mid,1697,28.28,0,loss,5,4,3,2.00,9,22,16,0.236118,113,114,11430,-1740,-13111
Red,bot,1697,28.28,0,loss,2,3,5,2.33,9,22,16,0.235301,-416,-121,10198,-2842,-13111
Red,sup,1697,28.28,0,loss,0,7,4,0.57,9,22,16,0.0833514,-365,-525,5647,-1678,-13111
Blue,top,2264,37.73,1,win,2,2,3,2.50,9,9,19,0.166083,-130,-68,13409,-508,4633
Blue,jng,2264,37.73,1,win,1,0,6,7.00,9,9,19,0.223317,-20,717,13590,1173,4633
Blue,mid,2264,37.73,1,win,3,2,5,4.00,9,9,19,0.297806,835,1546,14545,2135,4633
Blue,bot,2264,37.73,1,win,2,0,3,5.00,9,9,19,0.221225,29,-16,15428,904,4633
Blue,sup,2264,37.73,1,win,1,5,2,0.60,9,9,19,0.0915697,-47,161,8832,929,4633
Red,top,2264,37.73,0,loss,3,2,3,3.00,9,9,23,0.278684,130,68,13917,508,-4633
Red,jng,2264,37.73,0,loss,2,1,6,8.00,9,9,23,0.235856,20,-717,12417,-1173,-4633
Red,mid,2264,37.73,0,loss,1,1,5,6.00,9,9,23,0.142263,-835,-1546,12410,-2135,-4633
Red,bot,2264,37.73,0,loss,2,3,4,2.00,9,9,23,0.253019,-29,16,14524,-904,-4633
Red,sup,2264,37.73,0,loss,1,2,5,3.00,9,9,23,0.0901772,47,-161,7903,-929,-4633
Blue,top,1388,23.13,1,win,5,2,5,5.00,14,5,25,0.247872,1583,2465,11632,3630,13801
Blue,jng,1388,23.13,1,win,2,1,6,8.00,14,5,25,0.255095,-37,281,9092,877,13801
Blue,mid,1388,23.13,1,win,1,1,4,5.00,14,5,25,0.182541,-162,1255,11075,3515,13801
Blue,bot,1388,23.13,1,win,6,0,2,8.00,14,5,25,0.264923,953,2251,12053,4458,13801
Blue,sup,1388,23.13,1,win,0,1,8,8.00,14,5,25,0.049569,266,318,6153,1321,13801
Red,top,1388,23.13,0,loss,1,3,1,0.67,4,14,8,0.313073,-1583,-2465,8002,-3630,-13801
Red,jng,1388,23.13,0,loss,1,2,2,1.50,4,14,8,0.27646,37,-281,8215,-877,-13801
Red,mid,1388,23.13,0,loss,2,3,1,1.00,4,14,8,0.142999,162,-1255,7560,-3515,-13801
Red,bot,1388,23.13,0,loss,0,2,2,1.00,4,14,8,0.161151,-953,-2251,7595,-4458,-13801
Red,sup,1388,23.13,0,loss,0,4,2,0.50,4,14,8,0.106318,-266,-318,4832,-1321,-13801
Blue,top,1832,30.53,0,loss,0,3,0,0.00,4,15,8,0.159109,-834,-3005,9855,-7203,-16200
Blue,jng,1832,30.53,0,loss,1,3,2,1.00,4,15,8,0.255329,-328,-908,8908,-2964,-16200
Blue,mid,1832,30.53,0,loss,1,3,1,0.67,4,15,8,0.252276,-238,-716,10973,-2367,-16200
Blue,bot,1832,30.53,0,loss,1,3,2,1.00,4,15,8,0.276088,-10,539,10848,-1658,-16200
Blue,sup,1832,30.53,0,loss,1,3,3,1.33,4,15,8,0.0571992,92,-244,6400,-2008,-16200
Red,top,1832,30.53,1,win,8,0,5,13.00,15,4,35,0.482931,834,3005,17058,7203,16200
Red,jng,1832,30.53,1,win,2,1,7,9.00,15,4,35,0.135653,328,908,11872,2964,16200
Red,mid,1832,30.53,1,win,4,0,8,12.00,15,4,35,0.146718,238,716,13340,2367,16200
Red,bot,1832,30.53,1,win,0,1,10,10.00,15,4,35,0.160237,10,-539,12506,1658,16200
Red,sup,1832,30.53,1,win,1,2,5,3.00,15,4,35,0.0744606,-92,244,8408,2008,16200
Blue,top,1619,26.98,0,loss,1,6,0,0.17,3,25,3,0.152655,-378,-733,8111,-2996,-16158
Blue,jng,1619,26.98,0,loss,1,4,0,0.25,3,25,3,0.211283,-289,-1419,8491,-3443,-16158
Blue,mid,1619,26.98,0,loss,0,5,0,0.00,3,25,3,0.187255,-458,-671,8248,-3371,-16158
Blue,bot,1619,26.98,0,loss,1,4,1,0.50,3,25,3,0.387676,-1100,-2418,8742,-4268,-16158
Blue,sup,1619,26.98,0,loss,0,6,2,0.33,3,25,3,0.0611309,-549,-1007,5173,-2080,-16158
Red,top,1619,26.98,1,win,3,1,7,10.00,25,3,53,0.221175,378,733,11107,2996,16158
Red,jng,1619,26.98,1,win,7,0,8,15.00,25,3,53,0.18625,289,1419,11934,3443,16158
Red,mid,1619,26.98,1,win,6,0,7,13.00,25,3,53,0.2125,458,671,11619,3371,16158
Red,bot,1619,26.98,1,win,8,2,12,10.00,25,3,53,0.321988,1100,2418,13010,4268,16158
Red,sup,1619,26.98,1,win,1,0,19,20.00,25,3,53,0.0580864,549,1007,7253,2080,16158
Blue,top,2186,36.43,1,win,1,0,11,12.00,24,7,50,0.208539,93,101,13996,1534,11110
Blue,jng,2186,36.43,1,win,11,3,8,6.33,24,7,50,0.257858,-428,493,16935,4840,11110
Blue,mid,2186,36.43,1,win,3,2,7,5.00,24,7,50,0.114655,-98,-208,15805,-3,11110
Blue,bot,2186,36.43,1,win,6,1,8,14.00,24,7,50,0.370142,540,1966,16781,3337,11110
Blue,sup,2186,36.43,1,win,3,1,16,19.00,24,7,50,0.0488064,70,746,9228,1402,11110
Red,top,2186,36.43,0,loss,2,6,0,0.33,7,24,8,0.160414,-93,-101,12462,-1534,-11110
