side,position,gamelength,gamelength,result,result,kills,deaths,assists,KDA,teamkills,teamdeaths,team assist,damageshare,golddiffat10,golddiffat15,totalgold,totalgolddiff,teamgolddiff
Blue,mid,1141,19.02,1,win,3,1,1,4.00,12,2,15,0.210243,76,2017,8864,2958,11343
Blue,bot,1141,19.02,1,win,3,0,3,6.00,12,2,15,0.226457,1630,1964,8787,2630,11343
Blue,sup,1141,19.02,1,win,0,0,7,7.00,12,2,15,0.0907826,615,1148,5258,1860,11343
Red,top,1141,19.02,0,loss,0,1,1,1.00,2,12,3,0.244995,-162,-127,5518,-1574,-11343
Red,jng,1141,19.02,0,loss,0,4,0,0.00,2,12,3,0.115154,-165,-973,5070,-2321,-11343
Red,mid,1141,19.02,0,loss,1,2,1,1.00,2,12,3,0.243031,-76,-2017,5906,-2958,-11343
Red,bot,1141,19.02,0,loss,1,3,0,0.33,2,12,3,0.284004,-1630,-1964,6157,-2630,-11343
Red,sup,1141,19.02,0,loss,0,2,1,0.50,2,12,3,0.112816,-615,-1148,3398,-1860,-11343
Blue,top,1830,30.50,0,loss,3,7,2,0.71,21,26,39,0.175454,-178,490,12055,-1647,-4283
Blue,jng,1830,30.50,0,loss,7,2,7,7.00,21,26,39,0.190545,959,1037,11625,1362,-4283
Blue,mid,1830,30.50,0,loss,6,5,6,2.40,21,26,39,0.291535,-467,-721,11901,-321,-4283
Blue,bot,1830,30.50,0,loss,2,4,12,3.50,21,26,39,0.218788,-586,-791,11249,-3371,-4283
Blue,sup,1830,30.50,0,loss,3,8,12,1.88,21,26,39,0.123678,107,-191,7924,-306,-4283
Red,top,1830,30.50,1,win,5,2,5,5.00,26,21,45,0.184147,178,-490,13702,1647,4283
Red,jng,1830,30.50,1,win,1,6,15,2.67,26,21,45,0.166901,-959,-1037,10263,-1362,4283
Red,mid,1830,30.50,1,win,8,5,10,3.60,26,21,45,0.313022,467,721,12222,321,4283
Red,bot,1830,30.50,1,win,10,4,7,4.25,26,21,45,0.250589,586,791,14620,3371,4283
Red,sup,1830,30.50,1,win,2,4,8,2.50,26,21,45,0.0853405,-107,191,8230,306,4283
Blue,top,1600,26.67,1,win,5,0,4,9.00,20,7,47,0.196017,983,2737,13167,4721,11190
Blue,jng,1600,26.67,1,win,6,2,10,8.00,20,7,47,0.21943,-12,1343,10833,2142,11190
Blue,mid,1600,26.67,1,win,7,2,9,8.00,20,7,47,0.286472,200,427,10918,1616,11190
Blue,bot,1600,26.67,1,win,2,2,12,7.00,20,7,47,0.177269,14,776,10430,1518,11190
Blue,sup,1600,26.67,1,win,0,1,12,12.00,20,7,47,0.120812,-12,537,6557,1193,11190
Red,top,1600,26.67,0,loss,2,2,1,1.50,7,20,18,0.145577,-983,-2737,8446,-4721,-11190
Red,jng,1600,26.67,0,loss,1,3,4,1.67,7,20,18,0.18093,12,-1343,8691,-2142,-11190
Red,mid,1600,26.67,0,loss,2,4,3,1.25,7,20,18,0.248764,-200,-427,9302,-1616,-11190
Red,bot,1600,26.67,0,loss,2,5,4,1.20,7,20,18,0.294379,-14,-776,8912,-1518,-11190
Red,sup,1600,26.67,0,loss,0,6,6,1.00,7,20,18,0.130349,12,-537,5364,-1193,-11190
Blue,top,1620,27.00,0,loss,1,4,3,1.00,5,25,8,0.176049,631,545,8807,285,-14973
Blue,jng,1620,27.00,0,loss,1,4,1,0.50,5,25,8,0.164027,-977,-752,7286,-5196,-14973
Blue,mid,1620,27.00,0,loss,3,4,1,1.00,5,25,8,0.340433,-296,-175,10120,-3333,-14973
Blue,bot,1620,27.00,0,loss,0,6,1,0.17,5,25,8,0.185299,-907,-982,8314,-3852,-14973
Blue,sup,1620,27.00,0,loss,0,7,2,0.29,5,25,8,0.134192,-657,-727,5153,-2877,-14973
Red,top,1620,27.00,1,win,1,0,10,11.00,25,5,51,0.109523,-631,-545,8522,-285,14973
Red,jng,1620,27.00,1,win,8,1,11,19.00,25,5,51,0.243287,977,752,12482,5196,14973
Red,mid,1620,27.00,1,win,9,1,5,14.00,25,5,51,0.300911,296,175,13453,3333,14973
Red,bot,1620,27.00,1,win,4,2,13,8.50,25,5,51,0.249486,907,982,12166,3852,14973
Red,sup,1620,27.00,1,win,3,1,12,15.00,25,5,51,0.0967931,657,727,8030,2877,14973
Blue,top,1844,30.73,1,win,5,3,18,7.67,33,20,73,0.131143,62,-491,11577,298,6973
Blue,jng,1844,30.73,1,win,2,5,15,3.40,33,20,73,0.113271,572,-1357,10594,-347,6973
Blue,mid,1844,30.73,1,win,14,2,14,14.00,33,20,73,0.412557,633,792,16249,4940,6973
Blue,bot,1844,30.73,1,win,9,4,11,5.00,33,20,73,0.220694,-744,-822,14255,749,6973
Blue,sup,1844,30.73,1,win,3,6,15,3.00,33,20,73,0.122335,658,282,8165,1333,6973
Red,top,1844,30.73,0,loss,3,6,5,1.33,20,33,44,0.198927,-62,491,11279,-298,-6973
Red,jng,1844,30.73,0,loss,6,5,10,3.20,20,33,44,0.154608,-572,1357,10941,347,-6973
Red,mid,1844,30.73,0,loss,4,6,7,1.83,20,33,44,0.184709,-633,-792,11309,-4940,-6973
Red,bot,1844,30.73,0,loss,7,7,8,2.14,20,33,44,0.357607,744,822,13506,-749,-6973
Red,sup,1844,30.73,0,loss,0,9,14,1.56,20,33,44,0.104149,-658,-282,6832,-1333,-6973
Blue,top,1532,25.53,0,loss,1,4,1,0.50,9,28,14,0.304737,779,2011,10864,2413,-13741
Blue,jng,1532,25.53,0,loss,4,5,2,1.20,9,28,14,0.142908,-407,-1441,7740,-4359,-13741
Blue,mid,1532,25.53,0,loss,1,6,2,0.50,9,28,14,0.170813,-46,-1229,7166,-4707,-13741
Blue,bot,1532,25.53,0,loss,3,6,1,0.67,9,28,14,0.222739,-1029,-3207,8589,-4872,-13741
Blue,sup,1532,25.53,0,loss,0,7,8,1.14,9,28,14,0.158803,-121,-876,5934,-2216,-13741
Red,top,1532,25.53,1,win,3,0,13,16.00,28,9,58,0.202086,-779,-2011,8451,-2413,13741
Red,jng,1532,25.53,1,win,8,0,5,13.00,28,9,58,0.154538,407,1441,12099,4359,13741
Red,mid,1532,25.53,1,win,5,1,15,20.00,28,9,58,0.327384,46,1229,11873,4707,13741
Red,bot,1532,25.53,1,win,8,3,13,7.00,28,9,58,0.237453,1029,3207,13461,4872,13741
Red,sup,1532,25.53,1,win,4,5,12,3.20,28,9,58,0.0785388,121,876,8150,2216,13741
Blue,top,1876,31.27,0,loss,2,6,3,0.83,7,19,21,0.225047,-1081,-1633,10470,-4509,-14141
Blue,jng,1876,31.27,0,loss,1,5,3,0.80,7,19,21,0.147162,-592,-1737,8415,-4825,-14141
Blue,mid,1876,31.27,0,loss,2,2,5,3.50,7,19,21,0.28659,-294,-455,11476,-1698,-14141
Blue,bot,1876,31.27,0,loss,2,2,4,3.00,7,19,21,0.295826,-2,-589,11947,-1532,-14141
Blue,sup,1876,31.27,0,loss,0,4,6,1.50,7,19,21,0.045376,-291,-455,6198,-1577,-14141
Red,top,1876,31.27,1,win,5,2,6,5.50,19,7,40,0.278481,1081,1633,14979,4509,14141
Red,jng,1876,31.27,1,win,6,0,8,14.00,19,7,40,0.185432,592,1737,13240,4825,14141
Red,mid,1876,31.27,1,win,5,1,3,8.00,19,7,40,0.130984,294,455,13174,1698,14141
Red,bot,1876,31.27,1,win,2,1,13,15.00,19,7,40,0.321191,2,589,13479,1532,14141
Red,sup,1876,31.27,1,win,1,3,10,3.67,19,7,40,0.0839124,291,455,7775,1577,14141
Blue,top,1810,30.17,0,loss,2,5,0,0.40,5,22,6,0.212608,-42,-892,9812,-2165,-14224
Blue,jng,1810,30.17,0,loss,1,6,3,0.67,5,22,6,0.147631,-1256,-1564,9189,-6230,-14224
Blue,mid,1810,30.17,0,loss,2,2,1,1.50,5,22,6,0.391777,-233,1106,13148,1900,-14224
Blue,bot,1810,30.17,0,loss,0,3,0,0.00,5,22,6,0.212477,-959,-2066,9074,-4579,-14224
Blue,sup,1810,30.17,0,loss,0,6,2,0.33,5,22,6,0.035506,-180,-657,6248,-3150,-14224
Red,top,1810,30.17,1,win,1,0,9,10.00,22,6,43,0.171421,42,892,11977,2165,14224
Red,jng,1810,30.17,1,win,13,1,6,19.00,22,6,43,0.361387,1256,1564,15419,6230,14224
Red,mid,1810,30.17,1,win,2,1,6,8.00,22,6,43,0.110845,233,-1106,11248,-1900,14224
Red,bot,1810,30.17,1,win,0,1,14,14.00,22,6,43,0.184642,959,2066,13653,4579,14224
Red,sup,1810,30.17,1,win,6,3,8,4.67,22,6,43,0.171706,180,657,9398,3150,14224
Blue,top,1722,28.70,1,win,2,0,10,12.00,16,0,41,0.209319,136,444,11072,766,14339
Blue,jng,1722,28.70,1,win,5,0,4,9.00,16,0,41,0.279157,333,1456,11636,3797,14339
Blue,mid,1722,28.70,1,win,3,0,9,12.00,16,0,41,0.26733,938,1104,12422,3053,14339
Blue,bot,1722,28.70,1,win,3,0,8,11.00,16,0,41,0.167386,750,1311,12701,4355,14339
Blue,sup,1722,28.70,1,win,3,0,10,13.00,16,0,41,0.0768085,163,331,7979,2368,14339
Red,top,1722,28.70,0,loss,0,3,0,0.00,0,16,0,0.316086,-136,-444,10306,-766,-14339
Red,jng,1722,28.70,0,loss,0,3,0,0.00,0,16,0,0.127129,-333,-1456,7839,-3797,-14339
Red,mid,1722,28.70,0,loss,0,5,0,0.00,0,16,0,0.177648,-938,-1104,9369,-3053,-14339
Red,bot,1722,28.70,0,loss,0,3,0,0.00,0,16,0,0.230909,-750,-1311,8346,-4355,-14339
Red,sup,1722,28.70,0,loss,0,2,0,0.00,0,16,0,0.148228,-163,-331,5611,-2368,-14339
Blue,top,1474,24.57,1,win,5,0,9,14.00,25,7,58,0.246236,175,684,12324,3903,15640
Blue,jng,1474,24.57,1,win,6,3,14,6.67,25,7,58,0.265678,113,1000,11261,3151,15640
Blue,mid,1474,24.57,1,win,6,0,11,17.00,25,7,58,0.225025,225,579,11640,3323,15640
Blue,bot,1474,24.57,1,win,6,1,12,18.00,25,7,58,0.210926,542,703,11364,3142,15640
Blue,sup,1474,24.57,1,win,2,3,12,4.67,25,7,58,0.0521344,-89,558,7233,2121,15640
Red,top,1474,24.57,0,loss,2,5,2,0.80,7,25,19,0.161041,-175,-684,8421,-3903,-15640
Red,jng,1474,24.57,0,loss,2,5,4,1.20,7,25,19,0.246753,-113,-1000,8110,-3151,-15640
Red,mid,1474,24.57,0,loss,2,5,2,0.80,7,25,19,0.341142,-225,-579,8317,-3323,-15640
Red,bot,1474,24.57,0,loss,1,3,5,2.00,7,25,19,0.160417,-542,-703,8222,-3142,-15640
Red,sup,1474,24.57,0,loss,0,7,6,0.86,7,25,19,0.0906461,89,-558,5112,-2121,-15640
Blue,top,2728,45.47,1,win,5,3,8,4.33,21,17,49,0.180505,-237,-283,17384,-450,8564
Blue,jng,2728,45.47,1,win,3,2,10,6.50,21,17,49,0.179797,-62,599,14694,456,8564
Blue,mid,2728,45.47,1,win,6,4,9,3.75,21,17,49,0.235324,425,1493,19580,2566,8564
Blue,bot,2728,45.47,1,win,5,3,13,6.00,21,17,49,0.305998,409,1129,21024,5233,8564
Blue,sup,2728,45.47,1,win,2,5,9,2.20,21,17,49,0.0983761,260,81,10393,759,8564
Red,top,2728,45.47,0,loss,5,3,7,4.00,17,21,45,0.218639,237,283,17834,450,-8564
Red,jng,2728,45.47,0,loss,3,5,9,2.40,17,21,45,0.139765,62,-599,14238,-456,-8564
Red,mid,2728,45.47,0,loss,6,4,6,3.00,17,21,45,0.319148,-425,-1493,17014,-2566,-8564
Red,bot,2728,45.47,0,loss,1,2,13,7.00,17,21,45,0.246177,-409,-1129,15791,-5233,-8564
Red,sup,2728,45.47,0,loss,2,7,10,1.71,17,21,45,0.0762702,-260,-81,9634,-759,-8564
Blue,top,2051,34.18,0,loss,3,4,1,1.00,5,12,9,0.328043,447,593,13530,-237,-8876
Blue,jng,2051,34.18,0,loss,1,2,2,1.50,5,12,9,0.120017,-130,211,10153,-2867,-8876
Blue,mid,2051,34.18,0,loss,0,1,1,1.00,5,12,9,0.233929,395,190,12644,-1986,-8876
Blue,bot,2051,34.18,0,loss,1,2,2,1.50,5,12,9,0.26123,-685,-260,12051,-2787,-8876
Blue,sup,2051,34.18,0,loss,0,3,3,1.00,5,12,9,0.0567809,-432,-349,6825,-999,-8876
Red,top,2051,34.18,1,win,1,1,7,8.00,12,5,20,0.272123,-447,-593,13767,237,8876
Red,jng,2051,34.18,1,win,4,1,4,8.00,12,5,20,0.225845,130,-211,13020,2867,8876
Red,mid,2051,34.18,1,win,4,0,3,7.00,12,5,20,0.209543,-395,-190,14630,1986,8876
Red,bot,2051,34.18,1,win,2,0,3,5.00,12,5,20,0.220662,685,260,14838,2787,8876
Red,sup,2051,34.18,1,win,1,3,3,1.33,12,5,20,0.0718266,432,349,7824,999,8876
Blue,top,2257,37.62,1,win,2,1,4,6.00,9,4,17,0.210587,-434,401,14752,2180,9670
Blue,jng,2257,37.62,1,win,3,1,4,7.00,9,4,17,0.0952629,-153,-152,12062,399,9670
Blue,mid,2257,37.62,1,win,3,0,1,4.00,9,4,17,0.263282,774,1267,17021,4263,9670
Blue,bot,2257,37.62,1,win,1,0,3,4.00,9,4,17,0.36874,-138,-549,17516,2419,9670
Blue,sup,2257,37.62,1,win,0,2,5,2.50,9,4,17,0.0621272,-256,-734,8386,409,9670
Red,top,2257,37.62,0,loss,2,2,0,1.00,4,9,4,0.291051,434,-401,12572,-2180,-9670
Red,jng,2257,37.62,0,loss,1,1,1,2.00,4,9,4,0.161468,153,152,11663,-399,-9670
Red,mid,2257,37.62,0,loss,0,3,0,0.00,4,9,4,0.166464,-774,-1267,12758,-4263,-9670
Red,bot,2257,37.62,0,loss,1,2,1,1.00,4,9,4,0.312228,138,549,15097,-2419,-9670
Red,sup,2257,37.62,0,loss,0,1,2,2.00,4,9,4,0.0687891,256,734,7977,-409,-9670
Blue,top,2570,42.83,1,win,3,4,9,3.00,19,21,53,0.170612,97,783,15658,960,2711
Blue,jng,2570,42.83,1,win,3,6,7,1.67,19,21,53,0.11631,-317,-304,14189,381,2711
Blue,mid,2570,42.83,1,win,6,3,10,5.33,19,21,53,0.258236,-358,9,17772,1953,2711
Blue,bot,2570,42.83,1,win,7,5,10,3.40,19,21,53,0.318314,396,363,17919,-531,2711
Blue,sup,2570,42.83,1,win,0,3,17,5.67,19,21,53,0.136527,-21,122,10135,-52,2711
Red,top,2570,42.83,0,loss,3,1,10,13.00,21,19,57,0.221519,-97,-783,14698,-960,-2711
Red,jng,2570,42.83,0,loss,4,3,16,6.67,21,19,57,0.158964,317,304,13808,-381,-2711
Red,mid,2570,42.83,0,loss,7,5,9,3.20,21,19,57,0.276963,358,-9,15819,-1953,-2711
Red,bot,2570,42.83,0,loss,5,3,10,5.00,21,19,57,0.278775,-396,-363,18450,531,-2711
Red,sup,2570,42.83,0,loss,2,7,12,2.00,21,19,57,0.0637787,21,-122,10187,52,-2711
Blue,top,2037,33.95,0,loss,1,1,2,3.00,4,7,9,0.395133,-742,-1066,13204,715,-11206
Blue,jng,2037,33.95,0,loss,1,2,1,1.00,4,7,9,0.0834521,-914,-1445,9477,-3977,-11206
Blue,mid,2037,33.95,0,loss,1,3,2,1.00,4,7,9,0.294399,-67,-97,10378,-2682,-11206
Blue,bot,2037,33.95,0,loss,1,0,1,2.00,4,7,9,0.195731,-185,-339,12249,-3423,-11206
Blue,sup,2037,33.95,0,loss,0,1,3,3.00,4,7,9,0.0312856,-203,-249,6486,-1839,-11206
Red,top,2037,33.95,1,win,1,0,5,6.00,7,4,22,0.139266,742,1066,12489,-715,11206
Red,jng,2037,33.95,1,win,2,0,5,7.00,7,4,22,0.183202,914,1445,13454,3977,11206
Red,mid,2037,33.95,1,win,1,1,4,5.00,7,4,22,0.225319,67,97,13060,2682,11206
Red,bot,2037,33.95,1,win,2,0,3,5.00,7,4,22,0.285112,185,339,15672,3423,11206
Red,sup,2037,33.95,1,win,1,3,5,2.00,7,4,22,0.167101,203,249,8325,1839,11206
Blue,top,1407,23.45,0,loss,2,2,1,1.50,3,17,9,0.255612,-430,-1383,8293,-2173,-13820
Blue,jng,1407,23.45,0,loss,0,4,2,0.50,3,17,9,0.184566,-805,-1147,5990,-2820,-13820
Blue,mid,1407,23.45,0,loss,0,3,1,0.33,3,17,9,0.298257,-183,-929,7452,-3192,-13820
Blue,bot,1407,23.45,0,loss,0,3,3,1.00,3,17,9,0.190646,-233,-909,7293,-3524,-13820
Blue,sup,1407,23.45,0,loss,1,5,2,0.60,3,17,9,0.0709184,-488,-1243,5319,-2111,-13820
Red,top,1407,23.45,1,win,3,1,8,11.00,17,3,33,0.274989,430,1383,10466,2173,13820
Red,jng,1407,23.45,1,win,2,0,8,10.00,17,3,33,0.179657,805,1147,8810,2820,13820
Red,mid,1407,23.45,1,win,3,0,9,12.00,17,3,33,0.218553,183,929,10644,3192,13820
Red,bot,1407,23.45,1,win,5,1,3,8.00,17,3,33,0.141029,233,909,10817,3524,13820
Red,sup,1407,23.45,1,win,4,1,5,9.00,17,3,33,0.185772,488,1243,7430,2111,13820
Blue,top,1649,27.48,1,win,0,3,4,1.33,9,6,24,0.215704,-227,-781,10343,184,11013
Blue,jng,1649,27.48,1,win,1,1,6,7.00,9,6,24,0.139033,-47,160,10427,2066,11013
Blue,mid,1649,27.48,1,win,3,0,3,6.00,9,6,24,0.155205,1106,952,11376,2394,11013
Blue,bot,1649,27.48,1,win,4,1,3,7.00,9,6,24,0.403777,-42,1332,13371,4949,11013
Blue,sup,1649,27.48,1,win,1,1,8,9.00,9,6,24,0.0862815,106,188,6946,1420,11013
Red,top,1649,27.48,0,loss,2,2,2,2.00,6,9,14,0.243049,227,781,10159,-184,-11013
Red,jng,1649,27.48,0,loss,3,1,2,5.00,6,9,14,0.235773,47,-160,8361,-2066,-11013
Red,mid,1649,27.48,0,loss,0,1,3,3.00,6,9,14,0.264039,-1106,-952,8982,-2394,-11013
Red,bot,1649,27.48,0,loss,1,3,3,1.33,6,9,14,0.1836,42,-1332,8422,-4949,-11013
Red,sup,1649,27.48,0,loss,0,2,4,2.00,6,9,14,0.0735383,-106,-188,5526,-1420,-11013
Blue,top,2066,34.43,1,win,2,1,6,8.00,12,4,30,0.239595,-730,-2195,11801,-1526,5602
Blue,jng,2066,34.43,1,win,2,0,5,7.00,12,4,30,0.138773,-546,-843,11587,453,5602
Blue,mid,2066,34.43,1,win,5,0,3,8.00,12,4,30,0.254623,-210,101,15655,3258,5602
Blue,bot,2066,34.43,1,win,3,1,7,10.00,12,4,30,0.305601,187,157,15431,2692,5602
Blue,sup,2066,34.43,1,win,0,2,9,4.50,12,4,30,0.0614088,193,97,7377,725,5602
Red,top,2066,34.43,0,loss,2,4,1,0.75,4,12,10,0.324566,730,2195,13327,1526,-5602
Red,jng,2066,34.43,0,loss,1,3,2,1.00,4,12,10,0.121525,546,843,11134,-453,-5602
Red,mid,2066,34.43,0,loss,1,2,2,1.50,4,12,10,0.302725,210,-101,12397,-3258,-5602
Red,bot,2066,34.43,0,loss,0,1,3,3.00,4,12,10,0.199587,-187,-157,12739,-2692,-5602
Red,sup,2066,34.43,0,loss,0,2,2,1.00,4,12,10,0.0515965,-193,-97,6652,-725,-5602
Blue,top,2318,38.63,0,loss,6,5,5,2.20,15,24,32,0.221057,-702,-1908,15889,-2547,-9123
Blue,jng,2318,38.63,0,loss,4,5,4,1.60,15,24,32,0.150623,269,-507,12790,-1752,-9123
Blue,mid,2318,38.63,0,loss,3,5,8,2.20,15,24,32,0.252492,-41,296,14514,-489,-9123
Blue,bot,2318,38.63,0,loss,1,5,8,1.80,15,24,32,0.2371,61,-518,13161,-4029,-9123
Blue,sup,2318,38.63,0,loss,1,4,7,2.00,15,24,32,0.138727,237,-241,8863,-306,-9123
Red,top,2318,38.63,1,win,8,3,6,4.67,24,15,52,0.275823,702,1908,18436,2547,9123
Red,jng,2318,38.63,1,win,5,3,14,6.33,24,15,52,0.225413,-269,507,14542,1752,9123
Red,mid,2318,38.63,1,win,7,4,11,4.50,24,15,52,0.181787,41,-296,15003,489,9123
Red,bot,2318,38.63,1,win,3,2,10,6.50,24,15,52,0.210586,-61,518,17190,4029,9123
Red,sup,2318,38.63,1,win,1,3,11,4.00,24,15,52,0.106392,-237,241,9169,306,9123
Blue,top,1923,32.05,0,loss,0,3,0,0.00,2,12,3,0.199953,35,-528,9922,-3939,-15689
Blue,jng,1923,32.05,0,loss,0,2,1,0.50,2,12,3,0.0718702,-664,-849,7848,-4511,-15689
Blue,mid,1923,32.05,0,loss,1,1,1,2.00,2,12,3,0.340966,-242,-39,12280,-1246,-15689
Blue,bot,1923,32.05,0,loss,1,3,0,0.33,2,12,3,0.332221,-1030,-2624,10994,-4665,-15689
Blue,sup,1923,32.05,0,loss,0,3,1,0.33,2,12,3,0.05499,-496,-1098,6636,-1328,-15689
Red,top,1923,32.05,1,win,2,1,2,4.00,12,2,26,0.333485,-35,528,13861,3939,15689
Red,jng,1923,32.05,1,win,2,0,3,5.00,12,2,26,0.151046,664,849,12359,4511,15689
Red,mid,1923,32.05,1,win,4,0,6,10.00,12,2,26,0.196666,242,39,13526,1246,15689
Red,bot,1923,32.05,1,win,4,1,6,10.00,12,2,26,0.256968,1030,2624,15659,4665,15689
Red,sup,1923,32.05,1,win,0,0,9,9.00,12,2,26,0.0618347,496,1098,7964,1328,15689
Blue,top,1680,28.00,1,win,4,3,7,3.67,15,7,25,0.309909,-323,231,12595,3842,12930
Blue,jng,1680,28.00,1,win,4,1,3,7.00,15,7,25,0.164727,-636,488,11939,2926,12930
Blue,mid,1680,28.00,1,win,5,0,2,7.00,15,7,25,0.280453,395,588,12938,2352,12930
Blue,bot,1680,28.00,1,win,2,1,7,9.00,15,7,25,0.190319,222,757,11292,2770,12930
Blue,sup,1680,28.00,1,win,0,2,6,3.00,15,7,25,0.0545919,-256,-34,7024,1040,12930
Red,top,1680,28.00,0,loss,0,5,4,0.80,7,15,17,0.231444,323,-231,8753,-3842,-12930
Red,jng,1680,28.00,0,loss,3,4,4,1.75,7,15,17,0.160543,636,-488,9013,-2926,-12930
Red,mid,1680,28.00,0,loss,3,1,1,4.00,7,15,17,0.176586,-395,-588,10586,-2352,-12930
Red,bot,1680,28.00,0,loss,0,3,3,1.00,7,15,17,0.333579,-222,-757,8522,-2770,-12930
Red,sup,1680,28.00,0,loss,1,2,5,3.00,7,15,17,0.0978477,256,34,5984,-1040,-12930
Blue,top,1818,30.30,1,win,7,4,4,2.75,21,10,50,0.205481,842,2086,14680,6153,14001
Blue,jng,1818,30.30,1,win,4,2,12,8.00,21,10,50,0.221284,269,-186,11955,1617,14001
Blue,mid,1818,30.30,1,win,5,1,7,12.00,21,10,50,0.244948,-437,-735,12201,1726,14001
Blue,bot,1818,30.30,1,win,4,0,10,14.00,21,10,50,0.236737,-94,79,14290,2175,14001
Blue,sup,1818,30.30,1,win,1,3,17,6.00,21,10,50,0.0915503,50,606,8151,2330,14001
Red,top,1818,30.30,0,loss,0,4,6,1.50,8,21,20,0.20905,-842,-2086,8527,-6153,-14001
Red,jng,1818,30.30,0,loss,3,4,4,1.75,8,21,20,0.256277,-269,186,10338,-1617,-14001
Red,mid,1818,30.30,0,loss,1,3,4,1.67,8,21,20,0.279473,437,735,10475,-1726,-14001
Red,bot,1818,30.30,0,loss,4,5,2,1.20,8,21,20,0.165316,94,-79,12115,-2175,-14001
Red,sup,1818,30.30,0,loss,0,5,4,0.80,8,21,20,0.0898847,-50,-606,5821,-2330,-14001
Blue,top,2198,36.63,1,win,2,9,6,0.89,16,18,34,0.254545,-205,-865,14104,1491,7193
Blue,jng,2198,36.63,1,win,3,2,8,5.50,16,18,34,0.0941483,-596,-875,11870,-1439,7193
Blue,mid,2198,36.63,1,win,9,3,3,4.00,16,18,34,0.382544,785,1550,17165,1961,7193
Blue,bot,2198,36.63,1,win,2,2,6,4.00,16,18,34,0.196712,178,133,15593,4300,7193
Blue,sup,2198,36.63,1,win,0,2,11,5.50,16,18,34,0.0720515,-130,-25,8730,880,7193
Red,top,2198,36.63,0,loss,5,3,10,5.00,18,16,36,0.291181,205,865,12613,-1491,-7193
Red,jng,2198,36.63,0,loss,5,4,5,2.50,18,16,36,0.20062,596,875,13309,1439,-7193
Red,mid,2198,36.63,0,loss,5,5,5,2.00,18,16,36,0.23287,-785,-1550,15204,-1961,-7193
Red,bot,2198,36.63,0,loss,2,2,7,4.50,18,16,36,0.224091,-178,-133,11293,-4300,-7193
Red,sup,2198,36.63,0,loss,1,2,9,5.00,18,16,36,0.0512383,130,25,7850,-880,-7193
Blue,top,1930,32.17,1,win,2,3,8,3.33,15,9,41,0.0710721,-495,-1246,11544,-1130,1610
Blue,jng,1930,32.17,1,win,1,1,8,9.00,15,9,41,0.190003,-555,-1119,11606,567,1610
Blue,mid,1930,32.17,1,win,5,3,5,3.33,15,9,41,0.181095,-875,-1934,13346,-1660,1610
Blue,bot,1930,32.17,1,win,6,1,9,15.00,15,9,41,0.496091,593,1106,14275,2253,1610
Blue,sup,1930,32.17,1,win,1,1,11,12.00,15,9,41,0.0617389,210,183,8168,1580,1610
Red,top,1930,32.17,0,loss,2,4,6,2.00,9,15,21,0.271645,495,1246,12674,1130,-1610
Red,jng,1930,32.17,0,loss,3,2,5,4.00,9,15,21,0.16811,555,1119,11039,-567,-1610
Red,mid,1930,32.17,0,loss,2,2,4,3.00,9,15,21,0.308361,875,1934,15006,1660,-1610
Red,bot,1930,32.17,0,loss,1,2,3,2.00,9,15,21,0.19276,-593,-1106,12022,-2253,-1610
Red,sup,1930,32.17,0,loss,1,5,3,0.80,9,15,21,0.0591234,-210,-183,6588,-1580,-1610
Blue,top,2067,34.45,0,loss,2,4,4,1.50,11,24,30,0.210682,206,989,12155,1356,-9091
Blue,jng,2067,34.45,0,loss,2,4,8,2.50,11,24,30,0.219042,-422,28,10578,-2327,-9091
Blue,mid,2067,34.45,0,loss,3,6,6,1.50,11,24,30,0.295138,-264,-764,11953,-3844,-9091
Blue,bot,2067,34.45,0,loss,1,4,7,2.00,11,24,30,0.19067,-906,-1811,14590,-2528,-9091
Blue,sup,2067,34.45,0,loss,3,6,5,1.33,11,24,30,0.0844687,-18,-894,7974,-1748,-9091
Red,top,2067,34.45,1,win,1,2,11,6.00,24,11,58,0.214947,-206,-989,10799,-1356,9091
Red,jng,2067,34.45,1,win,5,1,13,18.00,24,11,58,0.181487,422,-28,12905,2327,9091
Red,mid,2067,34.45,1,win,10,2,10,10.00,24,11,58,0.291356,264,764,15797,3844,9091
Red,bot,2067,34.45,1,win,6,2,12,9.00,24,11,58,0.200203,906,1811,17118,2528,9091
Red,sup,2067,34.45,1,win,2,4,12,3.50,24,11,58,0.112007,18,894,9722,1748,9091
Blue,top,2009,33.48,1,win,3,4,4,1.75,14,9,28,0.19693,-986,-17,15017,4466,11962
Blue,jng,2009,33.48,1,win,2,1,2,4.00,14,9,28,0.166455,-387,172,12369,3152,11962
Blue,mid,2009,33.48,1,win,3,2,7,5.00,14,9,28,0.23042,662,474,12938,156,11962
Blue,bot,2009,33.48,1,win,5,1,5,10.00,14,9,28,0.362942,-702,-859,16822,2122,11962
Blue,sup,2009,33.48,1,win,1,1,10,11.00,14,9,28,0.0432522,-67,249,8430,2066,11962
Red,top,2009,33.48,0,loss,0,3,9,3.00,9,14,19,0.192393,986,17,10551,-4466,-11962
Red,jng,2009,33.48,0,loss,3,4,4,1.75,9,14,19,0.12841,387,-172,9217,-3152,-11962
Red,mid,2009,33.48,0,loss,3,3,1,1.33,9,14,19,0.306852,-662,-474,12782,-156,-11962
Red,bot,2009,33.48,0,loss,3,2,1,2.00,9,14,19,0.314021,702,859,14700,-2122,-11962
